Column;Used;Null Rate; Type; Unique values; Values
USER_CAT_DEN;X;0.23;object;2;"Top 10:
N      391382
S      113382
NaN      1143"
USER_CAT_EXP;X;0.0;object;2;"Top 10:
N      451927
S       53960
NaN        20"
FIN_INVESTIGACION;;56.53;object;2;"Top 10:
NaN    286014
N      219208
S         685"
NRO_ORDEN_EXP;X;0.0;int64;56;"[0;60]"
MCA_VIP;X;0.0;object;2;"Top 10:
S    334275
N    171632"
REPOSICION;X;0.0;object;2;"Top 10:
N    505283
S       624"
OPCION_LIQUIDACION;;99.54;object;2;"Top 10:
NaN    503583
A        2210
T         114"
NEGOCIACION;;4.53;object;8;"Top 10:
ND     235000
SR      81047
SN      80304
N       67918
NaN     22929
NT      13692
NL       4490
S         323
NE        204"
COD_INICIADOR;;46.54;float64;817;"[406.0;75021.0]"
NRO_EQUIPO_RECUP;;64.72;object;59643;"Top 10:
NaN       327424
999          116
721021        47
715879        38
58560         30
614484        30
519082        29
28672         29
283716        29
469400        29"
FECHA_INSTAL_EQUIPO;;64.72;object;4605;"Top 10:
NaN           327433
09/06/2015       242
22/11/2016       232
29/10/2015       220
04/05/2015       193
23/12/2015       189
27/07/2018       186
28/01/2016       178
15/02/2016       175
13/07/2018       175"
MODELO_EQUIPO;;62.73;object;65;"Top 10:
NaN            317342
VLU3.5M        109629
SMART           45648
SMART/SMART      6619
5004             5058
VLU3.5MAT        4011
VLU3.5           3479
OBD              1903
5004 SC ITU      1321
VLU3.5AT         1175"
COD_PAGO;;91.35;float64;8;"[1.0;14.0]"
IMP_FRANQUICIA_POLIZA;X;0.0;object;6781;"Top 10:
0.00        309978
7500.00       3753
3000.00       2873
5720.00       1068
15000.00       924
8200.00        792
8980.00        772
9780.00        757
8360.00        743
6020.00        717"
COD_DOCUM_TOM;X;0.0;object;9;"Top 10:
DU    412278
CT     41767
LE     38876
LC     12476
CL       349
CI       105
PA        37
PD        18
ER         1"
NRO_DOCUMTO_TOM;X;0.0;int64;171625;"[13600;34999032089]"
COD_POST_POLIZA;X;0.0;int64;4188;"[3000;9420017]"
METRO;X;0.0;object;2;"Top 10:
S    349517
N    156390"
RAJ;;57.06;float64;68954;"[1573.0;223409.0]"
CERRADURA_BAUL;;84.44;object;2;"Top 10:
NaN    427196
N       78049
S         662"
CERRADURA_DERECHA;;84.44;object;2;"Top 10:
NaN    427196
N       78040
S         671"
CERRADURA_IZQUIERDA;;84.44;object;2;"Top 10:
NaN    427196
N       76950
S        1761"
LUNETA;;84.43;object;2;"Top 10:
NaN    427146
N       77421
X        1340"
PARABRISAS;;84.43;object;2;"Top 10:
NaN    427144
N       69800
X        8963"
RUEDA_EN_RODAJE;;98.99;float64;4;"[1.0;4.0]"
RUEDA_ALEACION;;97.9;object;2;"Top 10:
NaN    495278
N        7169
S        3460"
RUEDA_CHAPA;;97.9;object;2;"Top 10:
NaN    495278
N        9767
S         862"
RUEDA_AUXILIO_ALEACION;;97.92;object;2;"Top 10:
NaN    495403
N        8996
S        1508"
RUEDA_AUXILIO_CHAPA;;97.9;object;2;"Top 10:
NaN    495278
N        8205
S        2424"
VENTANILLA_D_D;;84.44;object;2;"Top 10:
NaN    427194
N       76328
S        2385"
VENTANILLA_D_I;;84.44;object;2;"Top 10:
NaN    427194
N       77282
S        1431"
VENTANILLA_T_D;;84.44;object;2;"Top 10:
NaN    427194
N       77490
S        1223"
VENTANILLA_T_I;;84.44;object;2;"Top 10:
NaN    427194
N       77709
S        1004"
VENTILETE_D_D;;84.44;object;2;"Top 10:
NaN    427194
N       78509
S         204"
VENTILETE_D_I;;84.44;object;2;"Top 10:
NaN    427194
N       78562
S         151"
VENTILETE_T_D;;84.44;object;2;"Top 10:
NaN    427194
N       78287
S         426"
VENTILETE_T_I;;84.44;object;2;"Top 10:
NaN    427194
N       78351
S         362"
OTROS_ED;X;0.0;object;39;"Top 10:
0.00        505436
1.00           348
200.00          17
400.00          11
350.00           9
150.00           9
700.00           9
300.00           7
26529.00         5
1600.00          5"
CATASTROFICO;X;0.0;object;2;"Top 10:
NO    505858
SI        49"
